date,state,number
2006-05-01,"TOCANTINS",35
2006-06-01,"TOCANTINS",289
2006-07-01,"TOCANTINS",430
2006-08-01,"TOCANTINS",1277
2006-09-01,"TOCANTINS",2979
2006-10-01,"TOCANTINS",1176
2006-11-01,"TOCANTINS",108
2006-12-01,"TOCANTINS",15
2007-01-01,"ACRE",0
2007-02-01,"ACRE",5
2007-03-01,"ACRE",2
2007-04-01,"ACRE",0
2007-05-01,"ACRE",1
2007-06-01,"ACRE",4
2007-07-01,"ACRE",29
2007-08-01,"ACRE",960
2007-09-01,"ACRE",2080
2007-10-01,"ACRE",203
2007-11-01,"ACRE",7
2007-12-01,"ACRE",0
2007-01-01,"ALAGOAS",33
2007-02-01,"ALAGOAS",28
2007-03-01,"ALAGOAS",7
2007-04-01,"ALAGOAS",1
2007-05-01,"ALAGOAS",0
2007-06-01,"ALAGOAS",0
2007-07-01,"ALAGOAS",0
2007-08-01,"ALAGOAS",3
2007-09-01,"ALAGOAS",2
2007-10-01,"ALAGOAS",6
2007-11-01,"ALAGOAS",15
2007-12-01,"ALAGOAS",33
2007-01-01,"AMAPÁ",0
2007-02-01,"AMAPÁ",0
2007-03-01,"AMAPÁ",0
2007-04-01,"AMAPÁ",0
2007-05-01,"AMAPÁ",0
2007-06-01,"AMAPÁ",0
2007-07-01,"AMAPÁ",0
2007-08-01,"AMAPÁ",5
2007-09-01,"AMAPÁ",61
2007-10-01,"AMAPÁ",162
2007-11-01,"AMAPÁ",198
2007-12-01,"AMAPÁ",14
2007-01-01,"AMAZONAS",37
2007-02-01,"AMAZONAS",92
2007-03-01,"AMAZONAS",6
2007-04-01,"AMAZONAS",0
2007-05-01,"AMAZONAS",0
2007-06-01,"AMAZONAS",23
2007-07-01,"AMAZONAS",116
2007-08-01,"AMAZONAS",2241
2007-09-01,"AMAZONAS",1360
2007-10-01,"AMAZONAS",215
2007-11-01,"AMAZONAS",90
2007-12-01,"AMAZONAS",7
2007-01-01,"BAHIA",373
2007-02-01,"BAHIA",113
2007-03-01,"BAHIA",141
2007-04-01,"BAHIA",64
2007-05-01,"BAHIA",161
2007-06-01,"BAHIA",270
2007-07-01,"BAHIA",811
2007-08-01,"BAHIA",3734
2007-09-01,"BAHIA",7438
2007-10-01,"BAHIA",4981
2007-11-01,"BAHIA",2126
2007-12-01,"BAHIA",259
2007-01-01,"CEARÁ",304
2007-02-01,"CEARÁ",3
2007-03-01,"CEARÁ",2
2007-04-01,"CEARÁ",1
2007-05-01,"CEARÁ",0
2007-06-01,"CEARÁ",1
2007-07-01,"CEARÁ",11
2007-08-01,"CEARÁ",182
2007-09-01,"CEARÁ",241
2007-10-01,"CEARÁ",964
2007-11-01,"CEARÁ",1443
2007-12-01,"CEARÁ",1177
2007-01-01,"DISTRITO FEDERAL",0
2007-02-01,"DISTRITO FEDERAL",0
2007-03-01,"DISTRITO FEDERAL",1
2007-04-01,"DISTRITO FEDERAL",0
2007-05-01,"DISTRITO FEDERAL",4
2007-06-01,"DISTRITO FEDERAL",21
2007-07-01,"DISTRITO FEDERAL",25
2007-08-01,"DISTRITO FEDERAL",137
2007-09-01,"DISTRITO FEDERAL",73
2007-10-01,"DISTRITO FEDERAL",13
2007-11-01,"DISTRITO FEDERAL",0
2007-12-01,"DISTRITO FEDERAL",0
2007-01-01,"ESPÍRITO SANTO",0
2007-02-01,"ESPÍRITO SANTO",3
2007-03-01,"ESPÍRITO SANTO",9
2007-04-01,"ESPÍRITO SANTO",2
2007-05-01,"ESPÍRITO SANTO",1
2007-06-01,"ESPÍRITO SANTO",4
2007-07-01,"ESPÍRITO SANTO",13
2007-08-01,"ESPÍRITO SANTO",82
2007-09-01,"ESPÍRITO SANTO",63
2007-10-01,"ESPÍRITO SANTO",79
2007-11-01,"ESPÍRITO SANTO",112
2007-12-01,"ESPÍRITO SANTO",14
2007-01-01,"GOIÁS",28
2007-02-01,"GOIÁS",13
2007-03-01,"GOIÁS",49
2007-04-01,"GOIÁS",17
2007-05-01,"GOIÁS",94
2007-06-01,"GOIÁS",186
2007-07-01,"GOIÁS",399
2007-08-01,"GOIÁS",2382
2007-09-01,"GOIÁS",3745
2007-10-01,"GOIÁS",1195
2007-11-01,"GOIÁS",79
2007-12-01,"GOIÁS",16
2007-01-01,"MARANHÃO",428
2007-02-01,"MARANHÃO",13
2007-03-01,"MARANHÃO",52
2007-04-01,"MARANHÃO",5
2007-05-01,"MARANHÃO",73
2007-06-01,"MARANHÃO",515
2007-07-01,"MARANHÃO",1205
2007-08-01,"MARANHÃO",8409
2007-09-01,"MARANHÃO",8524
2007-10-01,"MARANHÃO",4772
2007-11-01,"MARANHÃO",2297
2007-12-01,"MARANHÃO",800
2007-01-01,"MATO GROSSO",19
2007-02-01,"MATO GROSSO",111
2007-03-01,"MATO GROSSO",137
2007-04-01,"MATO GROSSO",46
2007-05-01,"MATO GROSSO",62
2007-06-01,"MATO GROSSO",141
2007-07-01,"MATO GROSSO",197
2007-08-01,"MATO GROSSO",1823
2007-09-01,"MATO GROSSO",4446
2007-10-01,"MATO GROSSO",668
2007-11-01,"MATO GROSSO",82
2007-12-01,"MATO GROSSO",15
2007-01-01,"MATO GROSSO DO SUL",476
2007-02-01,"MATO GROSSO DO SUL",213
2007-03-01,"MATO GROSSO DO SUL",476
2007-04-01,"MATO GROSSO DO SUL",79
2007-05-01,"MATO GROSSO DO SUL",359
2007-06-01,"MATO GROSSO DO SUL",1339
2007-07-01,"MATO GROSSO DO SUL",1790
2007-08-01,"MATO GROSSO DO SUL",14453
2007-09-01,"MATO GROSSO DO SUL",25963
2007-10-01,"MATO GROSSO DO SUL",4890
2007-11-01,"MATO GROSSO DO SUL",299
2007-12-01,"MATO GROSSO DO SUL",81
2007-01-01,"MINAS GERAIS",91
2007-02-01,"MINAS GERAIS",71
2007-03-01,"MINAS GERAIS",155
2007-04-01,"MINAS GERAIS",35
2007-05-01,"MINAS GERAIS",124
2007-06-01,"MINAS GERAIS",184
2007-07-01,"MINAS GERAIS",446
2007-08-01,"MINAS GERAIS",2975
2007-09-01,"MINAS GERAIS",5088
2007-10-01,"MINAS GERAIS",3467
2007-11-01,"MINAS GERAIS",1305
2007-12-01,"MINAS GERAIS",95
2007-01-01,"PARANÁ",11
2007-02-01,"PARANÁ",32
2007-03-01,"PARANÁ",54
2007-04-01,"PARANÁ",14
2007-05-01,"PARANÁ",14
2007-06-01,"PARANÁ",57
2007-07-01,"PARANÁ",60
2007-08-01,"PARANÁ",580
2007-09-01,"PARANÁ",960
2007-10-01,"PARANÁ",194
2007-11-01,"PARANÁ",59
2007-12-01,"PARANÁ",22
2007-01-01,"PARAÍBA",69
2007-02-01,"PARAÍBA",7
2007-03-01,"PARAÍBA",1
2007-04-01,"PARAÍBA",0
2007-05-01,"PARAÍBA",0
2007-06-01,"PARAÍBA",0
2007-07-01,"PARAÍBA",1
2007-08-01,"PARAÍBA",8
2007-09-01,"PARAÍBA",22
2007-10-01,"PARAÍBA",111
2007-11-01,"PARAÍBA",256
2007-12-01,"PARAÍBA",133
2007-01-01,"PARÁ",467
2007-02-01,"PARÁ",23
2007-03-01,"PARÁ",6
2007-04-01,"PARÁ",0
2007-05-01,"PARÁ",9
2007-06-01,"PARÁ",129
2007-07-01,"PARÁ",476
2007-08-01,"PARÁ",14352
2007-09-01,"PARÁ",14590
2007-10-01,"PARÁ",2504
2007-11-01,"PARÁ",2890
2007-12-01,"PARÁ",689
2007-01-01,"PERNAMBUCO",156
2007-02-01,"PERNAMBUCO",21
2007-03-01,"PERNAMBUCO",4
2007-04-01,"PERNAMBUCO",1
2007-05-01,"PERNAMBUCO",0
2007-06-01,"PERNAMBUCO",1
2007-07-01,"PERNAMBUCO",3
2007-08-01,"PERNAMBUCO",20
2007-09-01,"PERNAMBUCO",164
2007-10-01,"PERNAMBUCO",702
2007-11-01,"PERNAMBUCO",359
2007-12-01,"PERNAMBUCO",200
2007-01-01,"PIAUÍ",123
2007-02-01,"PIAUÍ",11
2007-03-01,"PIAUÍ",31
2007-04-01,"PIAUÍ",9
2007-05-01,"PIAUÍ",52
2007-06-01,"PIAUÍ",303
2007-07-01,"PIAUÍ",919
2007-08-01,"PIAUÍ",3551
2007-09-01,"PIAUÍ",4078
2007-10-01,"PIAUÍ",2331
2007-11-01,"PIAUÍ",939
2007-12-01,"PIAUÍ",317
2007-01-01,"RIO DE JANEIRO",0
2007-02-01,"RIO DE JANEIRO",15
2007-03-01,"RIO DE JANEIRO",27
2007-04-01,"RIO DE JANEIRO",9
2007-05-01,"RIO DE JANEIRO",2
2007-06-01,"RIO DE JANEIRO",3
2007-07-01,"RIO DE JANEIRO",15
2007-08-01,"RIO DE JANEIRO",189
2007-09-01,"RIO DE JANEIRO",223
2007-10-01,"RIO DE JANEIRO",137
2007-11-01,"RIO DE JANEIRO",1
2007-12-01,"RIO DE JANEIRO",0
2007-01-01,"RIO GRANDE DO NORTE",63
2007-02-01,"RIO GRANDE DO NORTE",9
2007-03-01,"RIO GRANDE DO NORTE",7
2007-04-01,"RIO GRANDE DO NORTE",1
2007-05-01,"RIO GRANDE DO NORTE",2
2007-06-01,"RIO GRANDE DO NORTE",0
2007-07-01,"RIO GRANDE DO NORTE",7
2007-08-01,"RIO GRANDE DO NORTE",26
2007-09-01,"RIO GRANDE DO NORTE",50
2007-10-01,"RIO GRANDE DO NORTE",88
2007-11-01,"RIO GRANDE DO NORTE",130
2007-12-01,"RIO GRANDE DO NORTE",80
2007-01-01,"RIO GRANDE DO SUL",37
2007-02-01,"RIO GRANDE DO SUL",24
2007-03-01,"RIO GRANDE DO SUL",8
2007-04-01,"RIO GRANDE DO SUL",4
2007-05-01,"RIO GRANDE DO SUL",3
2007-06-01,"RIO GRANDE DO SUL",10
2007-07-01,"RIO GRANDE DO SUL",7
2007-08-01,"RIO GRANDE DO SUL",258
2007-09-01,"RIO GRANDE DO SUL",573
2007-10-01,"RIO GRANDE DO SUL",21
2007-11-01,"RIO GRANDE DO SUL",13
2007-12-01,"RIO GRANDE DO SUL",25
2007-01-01,"RONDÔNIA",33
2007-02-01,"RONDÔNIA",8
2007-03-01,"RONDÔNIA",20
2007-04-01,"RONDÔNIA",0
2007-05-01,"RONDÔNIA",4
2007-06-01,"RONDÔNIA",71
2007-07-01,"RONDÔNIA",187
2007-08-01,"RONDÔNIA",4786
2007-09-01,"RONDÔNIA",6832
2007-10-01,"RONDÔNIA",2023
2007-11-01,"RONDÔNIA",53
2007-12-01,"RONDÔNIA",6
2007-01-01,"RORAIMA",194
2007-02-01,"RORAIMA",796
2007-03-01,"RORAIMA",665
2007-04-01,"RORAIMA",58
2007-05-01,"RORAIMA",0
2007-06-01,"RORAIMA",1
2007-07-01,"RORAIMA",3
2007-08-01,"RORAIMA",2
2007-09-01,"RORAIMA",9
2007-10-01,"RORAIMA",15
2007-11-01,"RORAIMA",112
2007-12-01,"RORAIMA",8
2007-01-01,"SANTA CATARINA",9
2007-02-01,"SANTA CATARINA",14
2007-03-01,"SANTA CATARINA",23
2007-04-01,"SANTA CATARINA",2
2007-05-01,"SANTA CATARINA",2
2007-06-01,"SANTA CATARINA",11
2007-07-01,"SANTA CATARINA",12
2007-08-01,"SANTA CATARINA",462
2007-09-01,"SANTA CATARINA",617
2007-10-01,"SANTA CATARINA",35
2007-11-01,"SANTA CATARINA",26
2007-12-01,"SANTA CATARINA",17
2007-01-01,"SERGIPE",56
2007-02-01,"SERGIPE",22
2007-03-01,"SERGIPE",2
2007-04-01,"SERGIPE",1
2007-05-01,"SERGIPE",0
2007-06-01,"SERGIPE",0
2007-07-01,"SERGIPE",0
2007-08-01,"SERGIPE",0
2007-09-01,"SERGIPE",0
2007-10-01,"SERGIPE",3
2007-11-01,"SERGIPE",7
2007-12-01,"SERGIPE",33
2007-01-01,"SÃO PAULO",14
2007-02-01,"SÃO PAULO",96
2007-03-01,"SÃO PAULO",152
2007-04-01,"SÃO PAULO",44
2007-05-01,"SÃO PAULO",69
2007-06-01,"SÃO PAULO",91
2007-07-01,"SÃO PAULO",94
2007-08-01,"SÃO PAULO",470
2007-09-01,"SÃO PAULO",495
2007-10-01,"SÃO PAULO",281
2007-11-01,"SÃO PAULO",50
2007-12-01,"SÃO PAULO",21
2007-01-01,"TOCANTINS",34
2007-02-01,"TOCANTINS",8
2007-03-01,"TOCANTINS",99
2007-04-01,"TOCANTINS",22
2007-05-01,"TOCANTINS",250
2007-06-01,"TOCANTINS",591
2007-07-01,"TOCANTINS",982
2007-08-01,"TOCANTINS",4747
2007-09-01,"TOCANTINS",6829
2007-10-01,"TOCANTINS",2252
2007-11-01,"TOCANTINS",147
2007-12-01,"TOCANTINS",13
2008-01-01,"ACRE",0
2008-02-01,"ACRE",0
2008-03-01,"ACRE",0
2008-04-01,"ACRE",0
2008-05-01,"ACRE",0
2008-06-01,"ACRE",0
2008-07-01,"ACRE",41
2008-08-01,"ACRE",445
2008-09-01,"ACRE",1666
2008-10-01,"ACRE",652
2008-11-01,"ACRE",4
2008-12-01,"ACRE",0
2008-01-01,"ALAGOAS",55
2008-02-01,"ALAGOAS",74
2008-03-01,"ALAGOAS",31
2008-04-01,"ALAGOAS",18
2008-05-01,"ALAGOAS",0
2008-06-01,"ALAGOAS",0
2008-07-01,"ALAGOAS",0
2008-08-01,"ALAGOAS",1
2008-09-01,"ALAGOAS",9
2008-10-01,"ALAGOAS",18
2008-11-01,"ALAGOAS",37
2008-12-01,"ALAGOAS",34
2008-01-01,"AMAPÁ",2
2008-02-01,"AMAPÁ",0
2008-03-01,"AMAPÁ",1
2008-04-01,"AMAPÁ",2
2008-05-01,"AMAPÁ",0
2008-06-01,"AMAPÁ",0
2008-07-01,"AMAPÁ",0
2008-08-01,"AMAPÁ",4
2008-09-01,"AMAPÁ",83
2008-10-01,"AMAPÁ",395
2008-11-01,"AMAPÁ",266
2008-12-01,"AMAPÁ",32
2008-01-01,"AMAZONAS",16
2008-02-01,"AMAZONAS",32
2008-03-01,"AMAZONAS",10
2008-04-01,"AMAZONAS",13
2008-05-01,"AMAZONAS",1
2008-06-01,"AMAZONAS",7
2008-07-01,"AMAZONAS",108
2008-08-01,"AMAZONAS",861
2008-09-01,"AMAZONAS",998
2008-10-01,"AMAZONAS",632
2008-11-01,"AMAZONAS",39
2008-12-01,"AMAZONAS",0
2008-01-01,"BAHIA",314
2008-02-01,"BAHIA",235
2008-03-01,"BAHIA",135
2008-04-01,"BAHIA",151
2008-05-01,"BAHIA",56
2008-06-01,"BAHIA",72
2008-07-01,"BAHIA",271
2008-08-01,"BAHIA",611
2008-09-01,"BAHIA",4837
2008-10-01,"BAHIA",7691
2008-11-01,"BAHIA",3175
2008-12-01,"BAHIA",52
2008-01-01,"CEARÁ",166
2008-02-01,"CEARÁ",12
2008-03-01,"CEARÁ",2
2008-04-01,"CEARÁ",0
2008-05-01,"CEARÁ",0
2008-06-01,"CEARÁ",1
2008-07-01,"CEARÁ",3
2008-08-01,"CEARÁ",32
2008-09-01,"CEARÁ",177
2008-10-01,"CEARÁ",816
2008-11-01,"CEARÁ",1753
2008-12-01,"CEARÁ",1655
2008-01-01,"DISTRITO FEDERAL",0
2008-02-01,"DISTRITO FEDERAL",0
2008-03-01,"DISTRITO FEDERAL",2
2008-04-01,"DISTRITO FEDERAL",1
2008-05-01,"DISTRITO FEDERAL",6
2008-06-01,"DISTRITO FEDERAL",0
2008-07-01,"DISTRITO FEDERAL",12
2008-08-01,"DISTRITO FEDERAL",30
2008-09-01,"DISTRITO FEDERAL",54
2008-10-01,"DISTRITO FEDERAL",6
2008-11-01,"DISTRITO FEDERAL",4
2008-12-01,"DISTRITO FEDERAL",0
2008-01-01,"ESPÍRITO SANTO",12
2008-02-01,"ESPÍRITO SANTO",20
2008-03-01,"ESPÍRITO SANTO",5
2008-04-01,"ESPÍRITO SANTO",8
2008-05-01,"ESPÍRITO SANTO",2
2008-06-01,"ESPÍRITO SANTO",4
2008-07-01,"ESPÍRITO SANTO",5
2008-08-01,"ESPÍRITO SANTO",13
2008-09-01,"ESPÍRITO SANTO",78
2008-10-01,"ESPÍRITO SANTO",100
2008-11-01,"ESPÍRITO SANTO",3
2008-12-01,"ESPÍRITO SANTO",1
2008-01-01,"GOIÁS",23
2008-02-01,"GOIÁS",25
2008-03-01,"GOIÁS",20
2008-04-01,"GOIÁS",36
2008-05-01,"GOIÁS",41
2008-06-01,"GOIÁS",55
2008-07-01,"GOIÁS",193
2008-08-01,"GOIÁS",568
2008-09-01,"GOIÁS",1255
2008-10-01,"GOIÁS",1231
2008-11-01,"GOIÁS",90
2008-12-01,"GOIÁS",6
2008-01-01,"MARANHÃO",121
2008-02-01,"MARANHÃO",45
2008-03-01,"MARANHÃO",4
2008-04-01,"MARANHÃO",26
2008-05-01,"MARANHÃO",26
2008-06-01,"MARANHÃO",235
2008-07-01,"MARANHÃO",502
2008-08-01,"MARANHÃO",713
2008-09-01,"MARANHÃO",2761
2008-10-01,"MARANHÃO",3498
2008-11-01,"MARANHÃO",2331
2008-12-01,"MARANHÃO",1101
2008-01-01,"MATO GROSSO",63
2008-02-01,"MATO GROSSO",78
2008-03-01,"MATO GROSSO",97
2008-04-01,"MATO GROSSO",72
2008-05-01,"MATO GROSSO",34
2008-06-01,"MATO GROSSO",24
2008-07-01,"MATO GROSSO",116
2008-08-01,"MATO GROSSO",456
2008-09-01,"MATO GROSSO",1620
2008-10-01,"MATO GROSSO",432
2008-11-01,"MATO GROSSO",50
2008-12-01,"MATO GROSSO",208
2008-01-01,"MATO GROSSO DO SUL",245
2008-02-01,"MATO GROSSO DO SUL",180
2008-03-01,"MATO GROSSO DO SUL",180
2008-04-01,"MATO GROSSO DO SUL",274
2008-05-01,"MATO GROSSO DO SUL",119
2008-06-01,"MATO GROSSO DO SUL",403
2008-07-01,"MATO GROSSO DO SUL",1117
2008-08-01,"MATO GROSSO DO SUL",2875
2008-09-01,"MATO GROSSO DO SUL",7965
2008-10-01,"MATO GROSSO DO SUL",6326
2008-11-01,"MATO GROSSO DO SUL",190
2008-12-01,"MATO GROSSO DO SUL",159
2008-01-01,"MINAS GERAIS",85
2008-02-01,"MINAS GERAIS",59
2008-03-01,"MINAS GERAIS",61
2008-04-01,"MINAS GERAIS",113
2008-05-01,"MINAS GERAIS",50
2008-06-01,"MINAS GERAIS",48
2008-07-01,"MINAS GERAIS",194
2008-08-01,"MINAS GERAIS",605
2008-09-01,"MINAS GERAIS",2552
2008-10-01,"MINAS GERAIS",3787
2008-11-01,"MINAS GERAIS",892
2008-12-01,"MINAS GERAIS",25
2008-01-01,"PARANÁ",35
2008-02-01,"PARANÁ",38
2008-03-01,"PARANÁ",43
2008-04-01,"PARANÁ",62
2008-05-01,"PARANÁ",41
2008-06-01,"PARANÁ",17
2008-07-01,"PARANÁ",87
2008-08-01,"PARANÁ",205
2008-09-01,"PARANÁ",413
2008-10-01,"PARANÁ",78
2008-11-01,"PARANÁ",39
2008-12-01,"PARANÁ",62
2008-01-01,"PARAÍBA",77
2008-02-01,"PARAÍBA",20
2008-03-01,"PARAÍBA",8
2008-04-01,"PARAÍBA",0
2008-05-01,"PARAÍBA",0
2008-06-01,"PARAÍBA",0
2008-07-01,"PARAÍBA",0
2008-08-01,"PARAÍBA",1
2008-09-01,"PARAÍBA",21
2008-10-01,"PARAÍBA",80
2008-11-01,"PARAÍBA",175
2008-12-01,"PARAÍBA",187
2008-01-01,"PARÁ",131
2008-02-01,"PARÁ",54
2008-03-01,"PARÁ",4
2008-04-01,"PARÁ",7
2008-05-01,"PARÁ",0
2008-06-01,"PARÁ",48
2008-07-01,"PARÁ",971
2008-08-01,"PARÁ",4435
2008-09-01,"PARÁ",6294
2008-10-01,"PARÁ",6653
2008-11-01,"PARÁ",2403
2008-12-01,"PARÁ",684
2008-01-01,"PERNAMBUCO",170
2008-02-01,"PERNAMBUCO",48
2008-03-01,"PERNAMBUCO",32
2008-04-01,"PERNAMBUCO",5
2008-05-01,"PERNAMBUCO",0
2008-06-01,"PERNAMBUCO",0
2008-07-01,"PERNAMBUCO",0
2008-08-01,"PERNAMBUCO",2
2008-09-01,"PERNAMBUCO",92
2008-10-01,"PERNAMBUCO",274
2008-11-01,"PERNAMBUCO",363
2008-12-01,"PERNAMBUCO",203
2008-01-01,"PIAUÍ",61
2008-02-01,"PIAUÍ",21
2008-03-01,"PIAUÍ",4
2008-04-01,"PIAUÍ",7
2008-05-01,"PIAUÍ",12
2008-06-01,"PIAUÍ",33
2008-07-01,"PIAUÍ",97
2008-08-01,"PIAUÍ",290
2008-09-01,"PIAUÍ",1472
2008-10-01,"PIAUÍ",1830
2008-11-01,"PIAUÍ",594
2008-12-01,"PIAUÍ",329
2008-01-01,"RIO DE JANEIRO",1
2008-02-01,"RIO DE JANEIRO",2
2008-03-01,"RIO DE JANEIRO",2
2008-04-01,"RIO DE JANEIRO",2
2008-05-01,"RIO DE JANEIRO",0
2008-06-01,"RIO DE JANEIRO",4
2008-07-01,"RIO DE JANEIRO",14
2008-08-01,"RIO DE JANEIRO",19
2008-09-01,"RIO DE JANEIRO",132
2008-10-01,"RIO DE JANEIRO",42
2008-11-01,"RIO DE JANEIRO",0
2008-12-01,"RIO DE JANEIRO",6
2008-01-01,"RIO GRANDE DO NORTE",70
2008-02-01,"RIO GRANDE DO NORTE",25
2008-03-01,"RIO GRANDE DO NORTE",3
2008-04-01,"RIO GRANDE DO NORTE",0
2008-05-01,"RIO GRANDE DO NORTE",0
2008-06-01,"RIO GRANDE DO NORTE",0
2008-07-01,"RIO GRANDE DO NORTE",0
2008-08-01,"RIO GRANDE DO NORTE",2
2008-09-01,"RIO GRANDE DO NORTE",17
2008-10-01,"RIO GRANDE DO NORTE",53
2008-11-01,"RIO GRANDE DO NORTE",82
2008-12-01,"RIO GRANDE DO NORTE",126
2008-01-01,"RIO GRANDE DO SUL",42
2008-02-01,"RIO GRANDE DO SUL",30
2008-03-01,"RIO GRANDE DO SUL",38
2008-04-01,"RIO GRANDE DO SUL",110
2008-05-01,"RIO GRANDE DO SUL",20
2008-06-01,"RIO GRANDE DO SUL",16
2008-07-01,"RIO GRANDE DO SUL",25
2008-08-01,"RIO GRANDE DO SUL",56
2008-09-01,"RIO GRANDE DO SUL",97
2008-10-01,"RIO GRANDE DO SUL",135
2008-11-01,"RIO GRANDE DO SUL",14
2008-12-01,"RIO GRANDE DO SUL",32
2008-01-01,"RONDÔNIA",4
2008-02-01,"RONDÔNIA",7
2008-03-01,"RONDÔNIA",2
2008-04-01,"RONDÔNIA",8
2008-05-01,"RONDÔNIA",1
2008-06-01,"RONDÔNIA",11
2008-07-01,"RONDÔNIA",138
2008-08-01,"RONDÔNIA",1251
2008-09-01,"RONDÔNIA",3726
2008-10-01,"RONDÔNIA",1482
2008-11-01,"RONDÔNIA",78
2008-12-01,"RONDÔNIA",2
2008-01-01,"RORAIMA",245
2008-02-01,"RORAIMA",138
2008-03-01,"RORAIMA",422
2008-04-01,"RORAIMA",175
2008-05-01,"RORAIMA",8
2008-06-01,"RORAIMA",0
2008-07-01,"RORAIMA",0
2008-08-01,"RORAIMA",4
2008-09-01,"RORAIMA",17
2008-10-01,"RORAIMA",78
2008-11-01,"RORAIMA",39
2008-12-01,"RORAIMA",5
2008-01-01,"SANTA CATARINA",25
2008-02-01,"SANTA CATARINA",29
2008-03-01,"SANTA CATARINA",14
2008-04-01,"SANTA CATARINA",31
2008-05-01,"SANTA CATARINA",15
2008-06-01,"SANTA CATARINA",2
2008-07-01,"SANTA CATARINA",46
2008-08-01,"SANTA CATARINA",51
2008-09-01,"SANTA CATARINA",233
2008-10-01,"SANTA CATARINA",56
2008-11-01,"SANTA CATARINA",16
2008-12-01,"SANTA CATARINA",29
2008-01-01,"SERGIPE",100
2008-02-01,"SERGIPE",67
2008-03-01,"SERGIPE",43
2008-04-01,"SERGIPE",2
2008-05-01,"SERGIPE",0
2008-06-01,"SERGIPE",0
2008-07-01,"SERGIPE",0
2008-08-01,"SERGIPE",0
2008-09-01,"SERGIPE",0
2008-10-01,"SERGIPE",0
2008-11-01,"SERGIPE",17
2008-12-01,"SERGIPE",14
2008-01-01,"SÃO PAULO",34
2008-02-01,"SÃO PAULO",30
2008-03-01,"SÃO PAULO",72
2008-04-01,"SÃO PAULO",84
2008-05-01,"SÃO PAULO",40
2008-06-01,"SÃO PAULO",25
2008-07-01,"SÃO PAULO",126
2008-08-01,"SÃO PAULO",153
2008-09-01,"SÃO PAULO",486
2008-10-01,"SÃO PAULO",87
2008-11-01,"SÃO PAULO",20
2008-12-01,"SÃO PAULO",36
2008-01-01,"TOCANTINS",28
2008-02-01,"TOCANTINS",6
2008-03-01,"TOCANTINS",4
2008-04-01,"TOCANTINS",46
2008-05-01,"TOCANTINS",81
2008-06-01,"TOCANTINS",282
2008-07-01,"TOCANTINS",441
2008-08-01,"TOCANTINS",845
2008-09-01,"TOCANTINS",2390
2008-10-01,"TOCANTINS",2832
2008-11-01,"TOCANTINS",104
2008-12-01,"TOCANTINS",7
2009-01-01,"ACRE",0
2009-02-01,"ACRE",2
2009-03-01,"ACRE",1
2009-04-01,"ACRE",0
2009-05-01,"ACRE",3
2009-06-01,"ACRE",0
2009-07-01,"ACRE",31
2009-08-01,"ACRE",194
2009-09-01,"ACRE",1265
2009-10-01,"ACRE",565
2009-11-01,"ACRE",33
2009-12-01,"ACRE",1
2009-01-01,"ALAGOAS",104
2009-02-01,"ALAGOAS",32
2009-03-01,"ALAGOAS",31
2009-04-01,"ALAGOAS",5
2009-05-01,"ALAGOAS",0
2009-06-01,"ALAGOAS",0
2009-07-01,"ALAGOAS",0
2009-08-01,"ALAGOAS",0
2009-09-01,"ALAGOAS",13
2009-10-01,"ALAGOAS",30
2009-11-01,"ALAGOAS",55
2009-12-01,"ALAGOAS",55
2009-01-01,"AMAPÁ",4
2009-02-01,"AMAPÁ",0
2009-03-01,"AMAPÁ",1
2009-04-01,"AMAPÁ",0
2009-05-01,"AMAPÁ",2
2009-06-01,"AMAPÁ",1
2009-07-01,"AMAPÁ",4
2009-08-01,"AMAPÁ",20
2009-09-01,"AMAPÁ",188
2009-10-01,"AMAPÁ",765
2009-11-01,"AMAPÁ",1019
2009-12-01,"AMAPÁ",123
2009-01-01,"AMAZONAS",9
2009-02-01,"AMAZONAS",3
2009-03-01,"AMAZONAS",11
2009-04-01,"AMAZONAS",1
2009-05-01,"AMAZONAS",3
2009-06-01,"AMAZONAS",13
2009-07-01,"AMAZONAS",199
2009-08-01,"AMAZONAS",1321
2009-09-01,"AMAZONAS",3091
2009-10-01,"AMAZONAS",2189
2009-11-01,"AMAZONAS",973
2009-12-01,"AMAZONAS",102
2009-01-01,"BAHIA",177
2009-02-01,"BAHIA",117
2009-03-01,"BAHIA",249
2009-04-01,"BAHIA",40
2009-05-01,"BAHIA",34
2009-06-01,"BAHIA",92
2009-07-01,"BAHIA",321
2009-08-01,"BAHIA",439
2009-09-01,"BAHIA",3610
2009-10-01,"BAHIA",2552
2009-11-01,"BAHIA",402
2009-12-01,"BAHIA",308
2009-01-01,"CEARÁ",347
2009-02-01,"CEARÁ",8
2009-03-01,"CEARÁ",3
2009-04-01,"CEARÁ",0
2009-05-01,"CEARÁ",0
2009-06-01,"CEARÁ",0
2009-07-01,"CEARÁ",7
2009-08-01,"CEARÁ",26
2009-09-01,"CEARÁ",101
2009-10-01,"CEARÁ",435
2009-11-01,"CEARÁ",1653
2009-12-01,"CEARÁ",1987
2009-01-01,"DISTRITO FEDERAL",1
2009-02-01,"DISTRITO FEDERAL",0
2009-03-01,"DISTRITO FEDERAL",0
2009-04-01,"DISTRITO FEDERAL",0
2009-05-01,"DISTRITO FEDERAL",9
2009-06-01,"DISTRITO FEDERAL",4
