number,date,state
2403,2008-11-01,"Para"
684,2008-12-01,"Para"
241,2009-01-01,"Para"
15,2009-02-01,"Para"
4,2009-03-01,"Para"
8,2009-04-01,"Para"
7,2009-05-01,"Para"
38,2009-06-01,"Para"
397,2009-07-01,"Para"
3859,2009-08-01,"Para"
6051,2009-09-01,"Para"
6342,2009-10-01,"Para"
10012,2009-11-01,"Para"
2832,2009-12-01,"Para"
437,2010-01-01,"Para"
102,2010-02-01,"Para"
110,2010-03-01,"Para"
22,2010-04-01,"Para"
57,2010-05-01,"Para"
94,2010-06-01,"Para"
1432,2010-07-01,"Para"
1813,2010-08-01,"Para"
1081,2010-09-01,"Para"
3843,2010-10-01,"Para"
4417,2010-11-01,"Para"
1612,2010-12-01,"Para"
108,2011-01-01,"Para"
13,2011-02-01,"Para"
21,2011-03-01,"Para"
10,2011-04-01,"Para"
16,2011-05-01,"Para"
105,2011-06-01,"Para"
632,2011-07-01,"Para"
2195,2011-08-01,"Para"
5185,2011-09-01,"Para"
3141,2011-10-01,"Para"
3043,2011-11-01,"Para"
3218,2011-12-01,"Para"
392,2012-01-01,"Para"
63,2012-02-01,"Para"
30,2012-03-01,"Para"
11,2012-04-01,"Para"
59,2012-05-01,"Para"
183,2012-06-01,"Para"
661,2012-07-01,"Para"
6964,2012-08-01,"Para"
6870,2012-09-01,"Para"
3714,2012-10-01,"Para"
6156,2012-11-01,"Para"
1812,2012-12-01,"Para"
167,2013-01-01,"Para"
30,2013-02-01,"Para"
19,2013-03-01,"Para"
20,2013-04-01,"Para"
42,2013-05-01,"Para"
173,2013-06-01,"Para"
447,2013-07-01,"Para"
2161,2013-08-01,"Para"
3360,2013-09-01,"Para"
4921,2013-10-01,"Para"
3688,2013-11-01,"Para"
5514,2013-12-01,"Para"
251,2014-01-01,"Para"
37,2014-02-01,"Para"
34,2014-03-01,"Para"
27,2014-04-01,"Para"
70,2014-05-01,"Para"
319,2014-06-01,"Para"
825,2014-07-01,"Para"
8555,2014-08-01,"Para"
6787,2014-09-01,"Para"
6448,2014-10-01,"Para"
7767,2014-11-01,"Para"
4828,2014-12-01,"Para"
725,2015-01-01,"Para"
108,2015-02-01,"Para"
61,2015-03-01,"Para"
27,2015-04-01,"Para"
95,2015-05-01,"Para"
265,2015-06-01,"Para"
906,2015-07-01,"Para"
7913,2015-08-01,"Para"
11068,2015-09-01,"Para"
7781,2015-10-01,"Para"
9643,2015-11-01,"Para"
6610,2015-12-01,"Para"
1322,2016-01-01,"Para"
430,2016-02-01,"Para"
81,2016-03-01,"Para"
66,2016-04-01,"Para"
154,2016-05-01,"Para"
502,2016-06-01,"Para"
1579,2016-07-01,"Para"
4863,2016-08-01,"Para"
3953,2016-09-01,"Para"
5281,2016-10-01,"Para"
7879,2016-11-01,"Para"
3300,2016-12-01,"Para"
219,2017-01-01,"Para"
14,2017-02-01,"Para"
42,2017-03-01,"Para"
45,2017-04-01,"Para"
114,2017-05-01,"Para"
679,2017-06-01,"Para"
4985,2017-07-01,"Para"
11962,2017-08-01,"Para"
25004,2017-09-01,"Para"
7628,2017-10-01,"Para"
9079,2017-11-01,"Para"
0,1998-01-01,"Paraiba"
0,1998-01-01,"Paraiba"
0,1998-02-01,"Paraiba"
0,1998-02-01,"Paraiba"
0,1998-03-01,"Paraiba"
0,1998-03-01,"Paraiba"
0,1998-04-01,"Paraiba"
0,1998-04-01,"Paraiba"
0,1998-05-01,"Paraiba"
0,1998-05-01,"Paraiba"
3,1998-06-01,"Paraiba"
36,1998-06-01,"Paraiba"
0,1998-07-01,"Paraiba"
59,1998-07-01,"Paraiba"
3,1998-08-01,"Paraiba"
42,1998-08-01,"Paraiba"
50,1998-09-01,"Paraiba"
61,1998-09-01,"Paraiba"
61,1998-10-01,"Paraiba"
179,1998-10-01,"Paraiba"
46,1998-11-01,"Paraiba"
143,1998-11-01,"Paraiba"
51,1998-12-01,"Paraiba"
82,1998-12-01,"Paraiba"
26,1999-01-01,"Paraiba"
7,1999-01-01,"Paraiba"
2,1999-02-01,"Paraiba"
22,1999-02-01,"Paraiba"
40,1999-03-01,"Paraiba"
1,1999-03-01,"Paraiba"
3,1999-04-01,"Paraiba"
39,1999-04-01,"Paraiba"
0,1999-05-01,"Paraiba"
57,1999-05-01,"Paraiba"
31,1999-06-01,"Paraiba"
1,1999-06-01,"Paraiba"
1,1999-07-01,"Paraiba"
94,1999-07-01,"Paraiba"
4,1999-08-01,"Paraiba"
938,1999-08-01,"Paraiba"
14,1999-09-01,"Paraiba"
878,1999-09-01,"Paraiba"
48,1999-10-01,"Paraiba"
452,1999-10-01,"Paraiba"
38,1999-11-01,"Paraiba"
447,1999-11-01,"Paraiba"
40,1999-12-01,"Paraiba"
254,1999-12-01,"Paraiba"
0,2000-01-01,"Paraiba"
49,2000-01-01,"Paraiba"
67,2000-02-01,"Paraiba"
11,2000-02-01,"Paraiba"
52,2000-03-01,"Paraiba"
5,2000-03-01,"Paraiba"
51,2000-04-01,"Paraiba"
1,2000-04-01,"Paraiba"
43,2000-05-01,"Paraiba"
0,2000-05-01,"Paraiba"
2,2000-06-01,"Paraiba"
53,2000-06-01,"Paraiba"
0,2000-07-01,"Paraiba"
98,2000-07-01,"Paraiba"
849,2000-08-01,"Paraiba"
7,2000-08-01,"Paraiba"
381,2000-09-01,"Paraiba"
9,2000-09-01,"Paraiba"
125,2000-10-01,"Paraiba"
658,2000-10-01,"Paraiba"
65,2000-11-01,"Paraiba"
85,2000-11-01,"Paraiba"
34,2000-12-01,"Paraiba"
159,2000-12-01,"Paraiba"
11,2001-01-01,"Paraiba"
32,2001-01-01,"Paraiba"
6,2001-02-01,"Paraiba"
8,2001-02-01,"Paraiba"
0,2001-03-01,"Paraiba"
12,2001-03-01,"Paraiba"
0,2001-04-01,"Paraiba"
43,2001-04-01,"Paraiba"
4,2001-05-01,"Paraiba"
26,2001-05-01,"Paraiba"
0,2001-06-01,"Paraiba"
43,2001-06-01,"Paraiba"
8,2001-07-01,"Paraiba"
122,2001-07-01,"Paraiba"
34,2001-08-01,"Paraiba"
342,2001-08-01,"Paraiba"
258,2001-09-01,"Paraiba"
98,2001-09-01,"Paraiba"
279,2001-10-01,"Paraiba"
209,2001-10-01,"Paraiba"
294,2001-11-01,"Paraiba"
89,2001-11-01,"Paraiba"
85,2001-12-01,"Paraiba"
70,2001-12-01,"Paraiba"
5,2002-01-01,"Paraiba"
47,2002-01-01,"Paraiba"
18,2002-02-01,"Paraiba"
24,2002-02-01,"Paraiba"
3,2002-03-01,"Paraiba"
18,2002-03-01,"Paraiba"
1,2002-04-01,"Paraiba"
84,2002-04-01,"Paraiba"
1,2002-05-01,"Paraiba"
65,2002-05-01,"Paraiba"
1,2002-06-01,"Paraiba"
115,2002-06-01,"Paraiba"
8,2002-07-01,"Paraiba"
172,2002-07-01,"Paraiba"
38,2002-08-01,"Paraiba"
1593,2002-08-01,"Paraiba"
63,2002-09-01,"Paraiba"
1071,2002-09-01,"Paraiba"
193,2002-10-01,"Paraiba"
399,2002-10-01,"Paraiba"
238,2002-11-01,"Paraiba"
425,2002-11-01,"Paraiba"
163,2002-12-01,"Paraiba"
165,2002-12-01,"Paraiba"
70,2003-01-01,"Paraiba"
109,2003-01-01,"Paraiba"
46,2003-02-01,"Paraiba"
3,2003-02-01,"Paraiba"
76,2003-03-01,"Paraiba"
0,2003-03-01,"Paraiba"
0,2003-04-01,"Paraiba"
130,2003-04-01,"Paraiba"
115,2003-05-01,"Paraiba"
0,2003-05-01,"Paraiba"
159,2003-06-01,"Paraiba"
0,2003-06-01,"Paraiba"
101,2003-07-01,"Paraiba"
6,2003-07-01,"Paraiba"
14,2003-08-01,"Paraiba"
1896,2003-08-01,"Paraiba"
81,2003-09-01,"Paraiba"
2446,2003-09-01,"Paraiba"
381,2003-10-01,"Paraiba"
1228,2003-10-01,"Paraiba"
503,2003-11-01,"Paraiba"
538,2003-11-01,"Paraiba"
288,2003-12-01,"Paraiba"
171,2003-12-01,"Paraiba"
88,2004-01-01,"Paraiba"
33,2004-01-01,"Paraiba"
3,2004-02-01,"Paraiba"
42,2004-02-01,"Paraiba"
83,2004-03-01,"Paraiba"
3,2004-03-01,"Paraiba"
68,2004-04-01,"Paraiba"
3,2004-04-01,"Paraiba"
1,2004-05-01,"Paraiba"
9,2004-05-01,"Paraiba"
0,2004-06-01,"Paraiba"
147,2004-06-01,"Paraiba"
148,2004-07-01,"Paraiba"
1,2004-07-01,"Paraiba"
18,2004-08-01,"Paraiba"
1237,2004-08-01,"Paraiba"
34,2004-09-01,"Paraiba"
1360,2004-09-01,"Paraiba"
190,2004-10-01,"Paraiba"
666,2004-10-01,"Paraiba"
331,2004-11-01,"Paraiba"
388,2004-11-01,"Paraiba"
151,2004-12-01,"Paraiba"
351,2004-12-01,"Paraiba"
178,2005-01-01,"Paraiba"
55,2005-01-01,"Paraiba"
15,2005-02-01,"Paraiba"
77,2005-02-01,"Paraiba"
13,2005-03-01,"Paraiba"
84,2005-03-01,"Paraiba"
2,2005-04-01,"Paraiba"
22,2005-04-01,"Paraiba"
0,2005-05-01,"Paraiba"
125,2005-05-01,"Paraiba"
0,2005-06-01,"Paraiba"
114,2005-06-01,"Paraiba"
0,2005-07-01,"Paraiba"
155,2005-07-01,"Paraiba"
0,2005-08-01,"Paraiba"
800,2005-08-01,"Paraiba"
13,2005-09-01,"Paraiba"
386,2005-09-01,"Paraiba"
157,2005-10-01,"Paraiba"
155,2005-10-01,"Paraiba"
597,2005-11-01,"Paraiba"
280,2005-11-01,"Paraiba"
159,2005-12-01,"Paraiba"
40,2005-12-01,"Paraiba"
78,2006-01-01,"Paraiba"
83,2006-01-01,"Paraiba"
7,2006-02-01,"Paraiba"
60,2006-02-01,"Paraiba"
4,2006-03-01,"Paraiba"
56,2006-03-01,"Paraiba"
0,2006-04-01,"Paraiba"
49,2006-04-01,"Paraiba"
90,2006-05-01,"Paraiba"
0,2006-05-01,"Paraiba"
62,2006-06-01,"Paraiba"
0,2006-06-01,"Paraiba"
1,2006-07-01,"Paraiba"
139,2006-07-01,"Paraiba"
3,2006-08-01,"Paraiba"
844,2006-08-01,"Paraiba"
27,2006-09-01,"Paraiba"
866,2006-09-01,"Paraiba"
327,2006-10-01,"Paraiba"
135,2006-10-01,"Paraiba"
215,2006-11-01,"Paraiba"
60,2006-11-01,"Paraiba"
196,2006-12-01,"Paraiba"
6,2006-12-01,"Paraiba"
11,2007-01-01,"Paraiba"
69,2007-01-01,"Paraiba"
7,2007-02-01,"Paraiba"
32,2007-02-01,"Paraiba"
1,2007-03-01,"Paraiba"
54,2007-03-01,"Paraiba"
0,2007-04-01,"Paraiba"
14,2007-04-01,"Paraiba"
0,2007-05-01,"Paraiba"
14,2007-05-01,"Paraiba"
0,2007-06-01,"Paraiba"
57,2007-06-01,"Paraiba"
60,2007-07-01,"Paraiba"
1,2007-07-01,"Paraiba"
580,2007-08-01,"Paraiba"
8,2007-08-01,"Paraiba"
22,2007-09-01,"Paraiba"
960,2007-09-01,"Paraiba"
194,2007-10-01,"Paraiba"
111,2007-10-01,"Paraiba"
256,2007-11-01,"Paraiba"
59,2007-11-01,"Paraiba"
22,2007-12-01,"Paraiba"
133,2007-12-01,"Paraiba"
35,2008-01-01,"Paraiba"
77,2008-01-01,"Paraiba"
38,2008-02-01,"Paraiba"
20,2008-02-01,"Paraiba"
8,2008-03-01,"Paraiba"
43,2008-03-01,"Paraiba"
62,2008-04-01,"Paraiba"
0,2008-04-01,"Paraiba"
41,2008-05-01,"Paraiba"
0,2008-05-01,"Paraiba"
0,2008-06-01,"Paraiba"
17,2008-06-01,"Paraiba"
87,2008-07-01,"Paraiba"
0,2008-07-01,"Paraiba"
1,2008-08-01,"Paraiba"
205,2008-08-01,"Paraiba"
21,2008-09-01,"Paraiba"
413,2008-09-01,"Paraiba"
78,2008-10-01,"Paraiba"
80,2008-10-01,"Paraiba"
175,2008-11-01,"Paraiba"
39,2008-11-01,"Paraiba"
62,2008-12-01,"Paraiba"
187,2008-12-01,"Paraiba"
35,2009-01-01,"Paraiba"
115,2009-01-01,"Paraiba"
9,2009-02-01,"Paraiba"
21,2009-02-01,"Paraiba"
2,2009-03-01,"Paraiba"
57,2009-03-01,"Paraiba"
1,2009-04-01,"Paraiba"
80,2009-04-01,"Paraiba"
0,2009-05-01,"Paraiba"
117,2009-05-01,"Paraiba"
0,2009-06-01,"Paraiba"
105,2009-06-01,"Paraiba"
3,2009-07-01,"Paraiba"
34,2009-07-01,"Paraiba"
4,2009-08-01,"Paraiba"
844,2009-08-01,"Paraiba"
28,2009-09-01,"Paraiba"
149,2009-09-01,"Paraiba"
117,2009-10-01,"Paraiba"
424,2009-10-01,"Paraiba"
90,2009-11-01,"Paraiba"
428,2009-11-01,"Paraiba"
30,2009-12-01,"Paraiba"
270,2009-12-01,"Paraiba"
46,2010-01-01,"Paraiba"
18,2010-01-01,"Paraiba"
15,2010-02-01,"Paraiba"
46,2010-02-01,"Paraiba"
22,2010-03-01,"Paraiba"
16,2010-03-01,"Paraiba"
2,2010-04-01,"Paraiba"
71,2010-04-01,"Paraiba"
10,2010-05-01,"Paraiba"
39,2010-05-01,"Paraiba"
3,2010-06-01,"Paraiba"
55,2010-06-01,"Paraiba"
196,2010-07-01,"Paraiba"
7,2010-07-01,"Paraiba"
733,2010-08-01,"Paraiba"
9,2010-08-01,"Paraiba"
37,2010-09-01,"Paraiba"
270,2010-09-01,"Paraiba"
230,2010-10-01,"Paraiba"
150,2010-10-01,"Paraiba"
451,2010-11-01,"Paraiba"
183,2010-11-01,"Paraiba"
65,2010-12-01,"Paraiba"
37,2010-12-01,"Paraiba"
11,2011-01-01,"Paraiba"
35,2011-01-01,"Paraiba"
5,2011-02-01,"Paraiba"
8,2011-02-01,"Paraiba"
6,2011-03-01,"Paraiba"
21,2011-03-01,"Paraiba"
38,2011-04-01,"Paraiba"
2,2011-04-01,"Paraiba"
0,2011-05-01,"Paraiba"
97,2011-05-01,"Paraiba"
2,2011-06-01,"Paraiba"
162,2011-06-01,"Paraiba"
6,2011-07-01,"Paraiba"
262,2011-07-01,"Paraiba"
435,2011-08-01,"Paraiba"
12,2011-08-01,"Paraiba"
55,2011-09-01,"Paraiba"
913,2011-09-01,"Paraiba"
200,2011-10-01,"Paraiba"
256,2011-10-01,"Paraiba"
138,2011-11-01,"Paraiba"
359,2011-11-01,"Paraiba"
78,2011-12-01,"Paraiba"
179,2011-12-01,"Paraiba"
61,2012-01-01,"Paraiba"
31,2012-01-01,"Paraiba"
15,2012-02-01,"Paraiba"
40,2012-02-01,"Paraiba"
55,2012-03-01,"Paraiba"
4,2012-03-01,"Paraiba"
13,2012-04-01,"Paraiba"
38,2012-04-01,"Paraiba"
10,2012-05-01,"Paraiba"
86,2012-05-01,"Paraiba"
5,2012-06-01,"Paraiba"
77,2012-06-01,"Paraiba"
111,2012-07-01,"Paraiba"
5,2012-07-01,"Paraiba"
13,2012-08-01,"Paraiba"
522,2012-08-01,"Paraiba"
71,2012-09-01,"Paraiba"
459,2012-09-01,"Paraiba"
136,2012-10-01,"Paraiba"
145,2012-10-01,"Paraiba"
142,2012-11-01,"Paraiba"
130,2012-11-01,"Paraiba"
62,2012-12-01,"Paraiba"
54,2012-12-01,"Paraiba"
28,2013-01-01,"Paraiba"
38,2013-01-01,"Paraiba"
9,2013-02-01,"Paraiba"
9,2013-02-01,"Paraiba"
3,2013-03-01,"Paraiba"
18,2013-03-01,"Paraiba"
72,2013-04-01,"Paraiba"
6,2013-04-01,"Paraiba"
3,2013-05-01,"Paraiba"
85,2013-05-01,"Paraiba"
3,2013-06-01,"Paraiba"
52,2013-06-01,"Paraiba"
1,2013-07-01,"Paraiba"
168,2013-07-01,"Paraiba"
3,2013-08-01,"Paraiba"
481,2013-08-01,"Paraiba"
476,2013-09-01,"Paraiba"
25,2013-09-01,"Paraiba"
58,2013-10-01,"Paraiba"
233,2013-10-01,"Paraiba"
126,2013-11-01,"Paraiba"
95,2013-11-01,"Paraiba"
155,2013-12-01,"Paraiba"
78,2013-12-01,"Paraiba"
75,2014-01-01,"Paraiba"
86,2014-01-01,"Paraiba"
6,2014-02-01,"Paraiba"
52,2014-02-01,"Paraiba"
42,2014-03-01,"Paraiba"
18,2014-03-01,"Paraiba"
8,2014-04-01,"Paraiba"
38,2014-04-01,"Paraiba"
1,2014-05-01,"Paraiba"
109,2014-05-01,"Paraiba"
1,2014-06-01,"Paraiba"
112,2014-06-01,"Paraiba"
9,2014-07-01,"Paraiba"
215,2014-07-01,"Paraiba"
646,2014-08-01,"Paraiba"
30,2014-08-01,"Paraiba"
51,2014-09-01,"Paraiba"
443,2014-09-01,"Paraiba"
70,2014-10-01,"Paraiba"
411,2014-10-01,"Paraiba"
68,2014-11-01,"Paraiba"
111,2014-11-01,"Paraiba"
62,2014-12-01,"Paraiba"
78,2014-12-01,"Paraiba"
42,2015-01-01,"Paraiba"
120,2015-01-01,"Paraiba"
15,2015-02-01,"Paraiba"
58,2015-02-01,"Paraiba"
7,2015-03-01,"Paraiba"
55,2015-03-01,"Paraiba"
11,2015-04-01,"Paraiba"
83,2015-04-01,"Paraiba"
6,2015-05-01,"Paraiba"
77,2015-05-01,"Paraiba"
0,2015-06-01,"Paraiba"
201,2015-06-01,"Paraiba"
137,2015-07-01,"Paraiba"
3,2015-07-01,"Paraiba"
651,2015-08-01,"Paraiba"
5,2015-08-01,"Paraiba"
599,2015-09-01,"Paraiba"
48,2015-09-01,"Paraiba"
121,2015-10-01,"Paraiba"
158,2015-10-01,"Paraiba"
206,2015-11-01,"Paraiba"
18,2015-11-01,"Paraiba"
122,2015-12-01,"Paraiba"
30,2015-12-01,"Paraiba"
18,2016-01-01,"Paraiba"
113,2016-01-01,"Paraiba"
4,2016-02-01,"Paraiba"
31,2016-02-01,"Paraiba"
63,2016-03-01,"Paraiba"
1,2016-03-01,"Paraiba"
1,2016-04-01,"Paraiba"
167,2016-04-01,"Paraiba"
1,2016-05-01,"Paraiba"
72,2016-05-01,"Paraiba"
4,2016-06-01,"Paraiba"
238,2016-06-01,"Paraiba"
504,2016-07-01,"Paraiba"
22,2016-07-01,"Paraiba"
50,2016-08-01,"Paraiba"
1010,2016-08-01,"Paraiba"
1371,2016-09-01,"Paraiba"
131,2016-09-01,"Paraiba"
193,2016-10-01,"Paraiba"
304,2016-10-01,"Paraiba"
132,2016-11-01,"Paraiba"
275,2016-11-01,"Paraiba"
8,2016-12-01,"Paraiba"
45,2016-12-01,"Paraiba"
23,2017-01-01,"Paraiba"
55,2017-01-01,"Paraiba"
8,2017-02-01,"Paraiba"
60,2017-02-01,"Paraiba"
43,2017-03-01,"Paraiba"
2,2017-03-01,"Paraiba"
1,2017-04-01,"Paraiba"
77,2017-04-01,"Paraiba"
1,2017-05-01,"Paraiba"
49,2017-05-01,"Paraiba"
169,2017-06-01,"Paraiba"
0,2017-06-01,"Paraiba"
2,2017-07-01,"Paraiba"
891,2017-07-01,"Paraiba"
3,2017-08-01,"Paraiba"
987,2017-08-01,"Paraiba"
30,2017-09-01,"Paraiba"
1706,2017-09-01,"Paraiba"
134,2017-10-01,"Paraiba"
123,2017-10-01,"Paraiba"
292,2017-11-01,"Paraiba"
101,2017-11-01,"Paraiba"
0,1998-01-01,"Pernambuco"
0,1998-02-01,"Pernambuco"
0,1998-03-01,"Pernambuco"
0,1998-04-01,"Pernambuco"
0,1998-05-01,"Pernambuco"
1,1998-06-01,"Pernambuco"
5,1998-07-01,"Pernambuco"
12,1998-08-01,"Pernambuco"
177,1998-09-01,"Pernambuco"
372,1998-10-01,"Pernambuco"
141,1998-11-01,"Pernambuco"
59,1998-12-01,"Pernambuco"
102,1999-01-01,"Pernambuco"
13,1999-02-01,"Pernambuco"
27,1999-03-01,"Pernambuco"
2,1999-04-01,"Pernambuco"
6,1999-05-01,"Pernambuco"
7,1999-06-01,"Pernambuco"
2,1999-07-01,"Pernambuco"
3,1999-08-01,"Pernambuco"
64,1999-09-01,"Pernambuco"
180,1999-10-01,"Pernambuco"
41,1999-11-01,"Pernambuco"
16,1999-12-01,"Pernambuco"
3,2000-01-01,"Pernambuco"
4,2000-02-01,"Pernambuco"
14,2000-03-01,"Pernambuco"
1,2000-04-01,"Pernambuco"
7,2000-05-01,"Pernambuco"
4,2000-06-01,"Pernambuco"
0,2000-07-01,"Pernambuco"
31,2000-08-01,"Pernambuco"
130,2000-09-01,"Pernambuco"
411,2000-10-01,"Pernambuco"
64,2000-11-01,"Pernambuco"
22,2000-12-01,"Pernambuco"
7,2001-01-01,"Pernambuco"
2,2001-02-01,"Pernambuco"
0,2001-03-01,"Pernambuco"
2,2001-04-01,"Pernambuco"
5,2001-05-01,"Pernambuco"
2,2001-06-01,"Pernambuco"
6,2001-07-01,"Pernambuco"
27,2001-08-01,"Pernambuco"
298,2001-09-01,"Pernambuco"
461,2001-10-01,"Pernambuco"
208,2001-11-01,"Pernambuco"
62,2001-12-01,"Pernambuco"
10,2002-01-01,"Pernambuco"
19,2002-02-01,"Pernambuco"
24,2002-03-01,"Pernambuco"
5,2002-04-01,"Pernambuco"
13,2002-05-01,"Pernambuco"
1,2002-06-01,"Pernambuco"
8,2002-07-01,"Pernambuco"
37,2002-08-01,"Pernambuco"
374,2002-09-01,"Pernambuco"
638,2002-10-01,"Pernambuco"
521,2002-11-01,"Pernambuco"
259,2002-12-01,"Pernambuco"
188,2003-01-01,"Pernambuco"
35,2003-02-01,"Pernambuco"
9,2003-03-01,"Pernambuco"
7,2003-04-01,"Pernambuco"
1,2003-05-01,"Pernambuco"
2,2003-06-01,"Pernambuco"
5,2003-07-01,"Pernambuco"
26,2003-08-01,"Pernambuco"
510,2003-09-01,"Pernambuco"
859,2003-10-01,"Pernambuco"
560,2003-11-01,"Pernambuco"
229,2003-12-01,"Pernambuco"
29,2004-01-01,"Pernambuco"
8,2004-02-01,"Pernambuco"
6,2004-03-01,"Pernambuco"
5,2004-04-01,"Pernambuco"
2,2004-05-01,"Pernambuco"
4,2004-06-01,"Pernambuco"
13,2004-07-01,"Pernambuco"
41,2004-08-01,"Pernambuco"
192,2004-09-01,"Pernambuco"
545,2004-10-01,"Pernambuco"
465,2004-11-01,"Pernambuco"
373,2004-12-01,"Pernambuco"
221,2005-01-01,"Pernambuco"
33,2005-02-01,"Pernambuco"
45,2005-03-01,"Pernambuco"
1,2005-04-01,"Pernambuco"
1,2005-05-01,"Pernambuco"
3,2005-06-01,"Pernambuco"
1,2005-07-01,"Pernambuco"
10,2005-08-01,"Pernambuco"
154,2005-09-01,"Pernambuco"
408,2005-10-01,"Pernambuco"
452,2005-11-01,"Pernambuco"
191,2005-12-01,"Pernambuco"
148,2006-01-01,"Pernambuco"
41,2006-02-01,"Pernambuco"
18,2006-03-01,"Pernambuco"
2,2006-04-01,"Pernambuco"
1,2006-05-01,"Pernambuco"
0,2006-06-01,"Pernambuco"
1,2006-07-01,"Pernambuco"
8,2006-08-01,"Pernambuco"
147,2006-09-01,"Pernambuco"
310,2006-10-01,"Pernambuco"
385,2006-11-01,"Pernambuco"
207,2006-12-01,"Pernambuco"
156,2007-01-01,"Pernambuco"
21,2007-02-01,"Pernambuco"
4,2007-03-01,"Pernambuco"
1,2007-04-01,"Pernambuco"
0,2007-05-01,"Pernambuco"
1,2007-06-01,"Pernambuco"
3,2007-07-01,"Pernambuco"
20,2007-08-01,"Pernambuco"
164,2007-09-01,"Pernambuco"
702,2007-10-01,"Pernambuco"
359,2007-11-01,"Pernambuco"
200,2007-12-01,"Pernambuco"
170,2008-01-01,"Pernambuco"
48,2008-02-01,"Pernambuco"
32,2008-03-01,"Pernambuco"
5,2008-04-01,"Pernambuco"
0,2008-05-01,"Pernambuco"
0,2008-06-01,"Pernambuco"
0,2008-07-01,"Pernambuco"
2,2008-08-01,"Pernambuco"
92,2008-09-01,"Pernambuco"
274,2008-10-01,"Pernambuco"
363,2008-11-01,"Pernambuco"
203,2008-12-01,"Pernambuco"
256,2009-01-01,"Pernambuco"
28,2009-02-01,"Pernambuco"
15,2009-03-01,"Pernambuco"
3,2009-04-01,"Pernambuco"
0,2009-05-01,"Pernambuco"
1,2009-06-01,"Pernambuco"
1,2009-07-01,"Pernambuco"
10,2009-08-01,"Pernambuco"
164,2009-09-01,"Pernambuco"
254,2009-10-01,"Pernambuco"
486,2009-11-01,"Pernambuco"
351,2009-12-01,"Pernambuco"
47,2010-01-01,"Pernambuco"
33,2010-02-01,"Pernambuco"
59,2010-03-01,"Pernambuco"
2,2010-04-01,"Pernambuco"
8,2010-05-01,"Pernambuco"
1,2010-06-01,"Pernambuco"
7,2010-07-01,"Pernambuco"
29,2010-08-01,"Pernambuco"
179,2010-09-01,"Pernambuco"
347,2010-10-01,"Pernambuco"
831,2010-11-01,"Pernambuco"
117,2010-12-01,"Pernambuco"
49,2011-01-01,"Pernambuco"
25,2011-02-01,"Pernambuco"
39,2011-03-01,"Pernambuco"
22,2011-04-01,"Pernambuco"
1,2011-05-01,"Pernambuco"
4,2011-06-01,"Pernambuco"
2,2011-07-01,"Pernambuco"
27,2011-08-01,"Pernambuco"
243,2011-09-01,"Pernambuco"
461,2011-10-01,"Pernambuco"
352,2011-11-01,"Pernambuco"
364,2011-12-01,"Pernambuco"
146,2012-01-01,"Pernambuco"
64,2012-02-01,"Pernambuco"
44,2012-03-01,"Pernambuco"
46,2012-04-01,"Pernambuco"
36,2012-05-01,"Pernambuco"
12,2012-06-01,"Pernambuco"
11,2012-07-01,"Pernambuco"
27,2012-08-01,"Pernambuco"
192,2012-09-01,"Pernambuco"
222,2012-10-01,"Pernambuco"
181,2012-11-01,"Pernambuco"
108,2012-12-01,"Pernambuco"
55,2013-01-01,"Pernambuco"
29,2013-02-01,"Pernambuco"
40,2013-03-01,"Pernambuco"
11,2013-04-01,"Pernambuco"
9,2013-05-01,"Pernambuco"
12,2013-06-01,"Pernambuco"
4,2013-07-01,"Pernambuco"
14,2013-08-01,"Pernambuco"
143,2013-09-01,"Pernambuco"
161,2013-10-01,"Pernambuco"
110,2013-11-01,"Pernambuco"
141,2013-12-01,"Pernambuco"
99,2014-01-01,"Pernambuco"
25,2014-02-01,"Pernambuco"
36,2014-03-01,"Pernambuco"
10,2014-04-01,"Pernambuco"
4,2014-05-01,"Pernambuco"
3,2014-06-01,"Pernambuco"
11,2014-07-01,"Pernambuco"
23,2014-08-01,"Pernambuco"
63,2014-09-01,"Pernambuco"
174,2014-10-01,"Pernambuco"
111,2014-11-01,"Pernambuco"
101,2014-12-01,"Pernambuco"
109,2015-01-01,"Pernambuco"
55,2015-02-01,"Pernambuco"
33,2015-03-01,"Pernambuco"
30,2015-04-01,"Pernambuco"
17,2015-05-01,"Pernambuco"
3,2015-06-01,"Pernambuco"
13,2015-07-01,"Pernambuco"
21,2015-08-01,"Pernambuco"
116,2015-09-01,"Pernambuco"
194,2015-10-01,"Pernambuco"
315,2015-11-01,"Pernambuco"
176,2015-12-01,"Pernambuco"
24,2016-01-01,"Pernambuco"
19,2016-02-01,"Pernambuco"
4,2016-03-01,"Pernambuco"
8,2016-04-01,"Pernambuco"
6,2016-05-01,"Pernambuco"
4,2016-06-01,"Pernambuco"
17,2016-07-01,"Pernambuco"
42,2016-08-01,"Pernambuco"
171,2016-09-01,"Pernambuco"
319,2016-10-01,"Pernambuco"
191,2016-11-01,"Pernambuco"
161,2016-12-01,"Pernambuco"
52,2017-01-01,"Pernambuco"
23,2017-02-01,"Pernambuco"
7,2017-03-01,"Pernambuco"
9,2017-04-01,"Pernambuco"
13,2017-05-01,"Pernambuco"
5,2017-06-01,"Pernambuco"
2,2017-07-01,"Pernambuco"
20,2017-08-01,"Pernambuco"
69,2017-09-01,"Pernambuco"
